[2025-09-05 21:27:13] [INFO    ] discord.client: logging in using static token
[2025-09-05 21:27:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'hub_type': None, 'premium_subscription_count': 0, 'home_header': None, 'soundboard_sounds': [], 'premium_progress_bar_enabled': False, 'rules_channel_id': None, 'profile': None, 'presences': [], 'large': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'premium_tier': 0, 'afk_channel_id': None, 'id': '1412640636896808982', 'system_channel_id': '1412640637530013698', 'moderator_reporting': None, 'banner': None, 'name': 'test', 'voice_states': [], 'unavailable': False, 'application_id': None, 'discovery_splash': None, 'channels': [{'version': 1756870173586, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1412640637530013696', 'flags': 0}, {'version': 1756870173590, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1412640637530013697', 'flags': 0}, {'version': 1756870173595, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013696', 'name': 'general', 'last_message_id': '1413704469136412848', 'id': '1412640637530013698', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1756870173601, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412640637530013697', 'name': 'General', 'last_message_id': None, 'id': '1412640637530013699', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'splash': None, 'explicit_content_filter': 0, 'members': [{'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'inventory_settings': None, 'threads': [], 'premium_features': None, 'stickers': [], 'guild_scheduled_events': [], 'features': [], 'activity_instances': [], 'max_video_channel_users': 25, 'description': None, 'vanity_url_code': None, 'preferred_locale': 'en-US', 'application_command_counts': {}, 'nsfw_level': 0, 'region': 'deprecated', 'public_updates_channel_id': None, 'nsfw': False, 'roles': [{'version': 1756870173579, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1412640636896808982', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000429, 'unicode_emoji': None, 'tags': {'bot_id': '1412636582699077672'}, 'position': 2, 'permissions': '563276639759458', 'name': 'bot', 'mentionable': False, 'managed': True, 'id': '1412641006318391389', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757123000656, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Officer', 'mentionable': False, 'managed': False, 'id': '1413700783211282432', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16632384}, 'color': 16632384}], 'icon': None, 'owner_id': '729334509149093918', 'owner_configured_content_level': 0, 'embedded_activities': [], 'system_channel_flags': 0, 'safety_alerts_channel_id': None, 'stage_instances': [], 'default_message_notifications': 0, 'lazy': True, 'emojis': [], 'member_count': 2, 'max_stage_video_channel_users': 50, 'incidents_data': None, 'afk_timeout': 300, 'version': 1756870280672, 'latest_onboarding_question_id': None, 'mfa_level': 0, 'verification_level': 0, 'max_members': 25000000}}
[2025-09-05 21:27:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '6c6a17431961a174547dfe7f27520200', 'members': [{'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1412640636896808982', 'chunk_index': 0, 'chunk_count': 1}}
[2025-09-05 21:27:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:14] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1412640636896808982.
[2025-09-05 21:27:16] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-09-05 21:27:16] [DEBUG   ] discord.client: Dispatching event ready
[2025-09-05 21:27:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '729334509149093918', 'timestamp': 1757125672, 'member': {'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1412640637530013698', 'guild_id': '1412640636896808982'}}
[2025-09-05 21:27:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:52] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-05 21:27:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-05 21:27:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2025-09-05 21:27:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:27:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-06T02:27:58.745000+00:00', 'pinned': False, 'nonce': '1413712303529918464', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1413712303861399643', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!poll embedded message 1!', 'components': [], 'channel_type': 0, 'channel_id': '1412640637530013698', 'author': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'attachments': [], 'guild_id': '1412640636896808982'}}
[2025-09-05 21:27:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:58] [DEBUG   ] discord.client: Dispatching event message
[2025-09-05 21:27:58] [DEBUG   ] discord.client: Dispatching event command
[2025-09-05 21:27:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-06T02:27:59.124000+00:00', 'pinned': False, 'nonce': '16313251336159651243', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1413712305450913813', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Poll!', 'id': '1413712305450913814', 'description': 'embedded message 1!', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1412640637530013698', 'author': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'discriminator': '7715', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1412640636896808982'}}
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event message
[2025-09-05 21:27:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412640637530013698/messages with {"embeds":[{"flags":0,"type":"rich","description":"embedded message 1!","title":"Poll!"}],"content":null,"components":[],"nonce":"16313251336159651243","enforce_nonce":true,"tts":false} has returned 200
[2025-09-05 21:27:59] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-09-05 21:27:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412640637530013698/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Poll!', 'description': 'embedded message 1!', 'content_scan_version': 0}], 'timestamp': '2025-09-06T02:27:59.124000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1413712305450913813', 'channel_id': '1412640637530013698', 'author': {'id': '1412636582699077672', 'username': 'bot', 'avatar': None, 'discriminator': '7715', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16313251336159651243'}
[2025-09-05 21:27:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 7, 'op': 0, 'd': {'user_id': '1412636582699077672', 'type': 0, 'message_id': '1413712305450913813', 'message_author_id': '1412636582699077672', 'member': {'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🍓', 'id': None}, 'channel_id': '1412640637530013698', 'burst': False, 'guild_id': '1412640636896808982'}}
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-05 21:27:59] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1412640637530013698/messages/1413712305450913813/reactions/%F0%9F%8D%93/@me with None has returned 204
[2025-09-05 21:27:59] [DEBUG   ] discord.http: PUT /channels/{channel_id}/messages/{message_id}/reactions/{emoji}/@me has found its initial rate limit bucket hash (acca06189c86c292e9013a444ec3184d).
[2025-09-05 21:27:59] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-09-05 21:27:59] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1412640637530013698/messages/1413712305450913813/reactions/%F0%9F%8D%93/@me has received 
[2025-09-05 21:27:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 8, 'op': 0, 'd': {'user_id': '1412636582699077672', 'type': 0, 'message_id': '1413712305450913813', 'message_author_id': '1412636582699077672', 'member': {'user': {'username': 'bot', 'public_flags': 0, 'primary_guild': None, 'id': '1412636582699077672', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7715', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412641006318391389'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:31:01.589000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🍵', 'id': None}, 'channel_id': '1412640637530013698', 'burst': False, 'guild_id': '1412640636896808982'}}
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-05 21:27:59] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-05 21:27:59] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1412640637530013698/messages/1413712305450913813/reactions/%F0%9F%8D%B5/@me with None has returned 204
[2025-09-05 21:27:59] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-09-05 21:27:59] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1412640637530013698/messages/1413712305450913813/reactions/%F0%9F%8D%B5/@me has received 
[2025-09-05 21:28:00] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-05 21:28:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 9, 'op': 0, 'd': {'user_id': '729334509149093918', 'type': 0, 'message_id': '1413712305450913813', 'message_author_id': '1412636582699077672', 'member': {'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🍵', 'id': None}, 'channel_id': '1412640637530013698', 'burst': False, 'guild_id': '1412640636896808982'}}
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-05 21:28:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 10, 'op': 0, 'd': {'user_id': '729334509149093918', 'type': 0, 'message_id': '1413712305450913813', 'message_author_id': '1412636582699077672', 'member': {'user': {'username': 'rubaa_', 'public_flags': 0, 'primary_guild': None, 'id': '729334509149093918', 'global_name': 'ruba', 'display_name_styles': None, 'display_name': 'ruba', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b7be855887154fc95616ebc0ab0c7e8'}, 'roles': ['1413700783211282432'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T03:29:33.538000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🍓', 'id': None}, 'channel_id': '1412640637530013698', 'burst': False, 'guild_id': '1412640636896808982'}}
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-05 21:28:01] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-05 21:28:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:28:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:29:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:29:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:29:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:29:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:30:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:30:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:31:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:31:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:32:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:32:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:32:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:32:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:33:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:33:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:34:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:34:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:34:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:34:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:35:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:35:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:36:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:36:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:36:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:36:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:37:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:37:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:38:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:38:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:38:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:38:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:39:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:39:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:40:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:40:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:40:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:40:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-05 21:41:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-09-05 21:41:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
